bytes_in,bytes_out,creation_time,end_time,src_ip,src_ip_country_code,protocol,response.code,dst_port,dst_ip,rule_names,observation_name,source.meta,source.name,time,detection_types,is_suspicious
18162,30492,2024-04-25T23:10:00Z,2024-04-25T23:20:00Z,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25T23:10:00Z,waf_rule,1
429,5132,2024-04-25T18:19:33Z,2024-04-25T18:23:07Z,149.219.161.187,CN,HTTPS,301,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T18:19:33Z,None,0
21419,21343,2024-04-25T16:53:44Z,2024-04-25T17:48:42Z,63.47.2.204,US,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T16:53:44Z,None,0
262,2786,2024-04-25T06:54:17Z,2024-04-25T07:00:31Z,154.238.103.15,JP,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T06:54:17Z,None,0
2803,2139,2024-04-25T19:54:54Z,2024-04-25T20:49:09Z,151.55.166.116,JP,SSH,500,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T19:54:54Z,None,0
321,354,2024-04-25T08:36:58Z,2024-04-25T08:51:50Z,144.244.237.40,US,HTTP,301,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T08:36:58Z,None,0
3050,35270,2024-04-25T09:41:24Z,2024-04-25T09:56:20Z,120.121.202.80,DE,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T09:41:24Z,None,0
8748,1565,2024-04-25T08:30:17Z,2024-04-25T08:54:47Z,98.157.239.98,IN,HTTPS,301,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T08:30:17Z,None,0
8952,28810,2024-04-25T21:06:33Z,2024-04-25T21:30:12Z,18.207.91.134,GB,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T21:06:33Z,None,0
6042,3922,2024-04-25T14:27:51Z,2024-04-25T15:26:47Z,168.30.170.25,JP,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T14:27:51Z,None,0
2651,9010,2024-04-25T06:31:33Z,2024-04-25T06:33:29Z,136.239.142.242,IN,SSH,500,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T06:31:33Z,None,0
1201,12493,2024-04-25T16:47:00Z,2024-04-25T17:00:13Z,109.68.1.160,US,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T16:47:00Z,None,0
4801644,292969,2024-04-26T00:40:00Z,2024-04-26T00:50:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T00:40:00Z,waf_rule,1
2760,3743,2024-04-25T04:52:54Z,2024-04-25T05:02:44Z,122.220.119.78,FR,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T04:52:54Z,None,0
834,6261,2024-04-25T08:09:36Z,2024-04-25T08:59:08Z,45.177.70.108,FR,HTTP,404,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T08:09:36Z,None,0
3862,2982,2024-04-26T08:00:00Z,2024-04-26T08:10:00Z,136.226.80.97,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:00:00Z,waf_rule,1
4809606,290761,2024-04-26T00:50:00Z,2024-04-26T01:00:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T00:50:00Z,waf_rule,1
3614,681,2024-04-25T04:30:49Z,2024-04-25T04:59:45Z,222.24.250.193,JP,HTTP,500,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T04:30:49Z,None,0
919,3423,2024-04-25T18:35:07Z,2024-04-25T18:36:31Z,1.219.100.73,DE,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T18:35:07Z,None,0
5146,9435,2024-04-25T05:07:33Z,2024-04-25T05:42:39Z,151.157.176.207,IN,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T05:07:33Z,None,0
1944,498,2024-04-25T03:52:37Z,2024-04-25T04:37:24Z,218.21.79.101,BR,HTTP,301,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T03:52:37Z,None,0
7581,15552,2024-04-25T15:12:03Z,2024-04-25T15:33:22Z,196.222.39.90,US,SSH,404,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T15:12:03Z,None,0
1538,6877,2024-04-25T16:09:28Z,2024-04-25T16:13:26Z,206.217.93.190,GB,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T16:09:28Z,None,0
1368,134,2024-04-25T11:56:43Z,2024-04-25T12:29:03Z,185.111.125.3,JP,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T11:56:43Z,None,0
8120,5954,2024-04-25T06:39:43Z,2024-04-25T07:35:22Z,252.98.15.75,DE,SMTP,500,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T06:39:43Z,None,0
28762,43272,2024-04-26T00:00:00Z,2024-04-26T00:10:00Z,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T00:00:00Z,waf_rule,1
5270,1909,2024-04-25T22:52:10Z,2024-04-25T22:59:29Z,47.30.95.34,US,SSH,301,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T22:52:10Z,None,0
2667,427,2024-04-25T21:06:10Z,2024-04-25T21:20:51Z,45.139.185.70,CN,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T21:06:10Z,None,0
233,1828,2024-04-25T21:11:00Z,2024-04-25T21:11:46Z,163.53.120.47,DE,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T21:11:00Z,None,0
3841,1583,2024-04-25T17:43:26Z,2024-04-25T18:11:57Z,70.197.55.159,CN,HTTP,404,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T17:43:26Z,None,0
976,12958,2024-04-25T08:48:00Z,2024-04-25T09:27:21Z,153.86.253.115,FR,SSH,500,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T08:48:00Z,None,0
3261,11105,2024-04-25T03:11:24Z,2024-04-25T03:31:54Z,188.173.69.229,US,SSH,301,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T03:11:24Z,None,0
2467,843,2024-04-25T11:06:28Z,2024-04-25T11:26:28Z,28.209.137.20,JP,SMTP,500,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T11:06:28Z,None,0
2756,27418,2024-04-25T09:05:49Z,2024-04-25T09:32:33Z,27.7.118.197,GB,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T09:05:49Z,None,0
4869181,301752,2024-04-26T01:40:00Z,2024-04-26T01:50:00Z,155.91.45.242,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:40:00Z,waf_rule,1
13084,192,2024-04-25T13:24:11Z,2024-04-25T14:13:57Z,143.155.2.80,DE,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T13:24:11Z,None,0
3439,6440,2024-04-25T20:55:25Z,2024-04-25T21:32:39Z,148.198.55.90,FR,HTTP,404,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T20:55:25Z,None,0
2949,5058,2024-04-25T09:29:03Z,2024-04-25T09:39:54Z,141.76.113.205,CN,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T09:29:03Z,None,0
730,1497,2024-04-25T18:57:13Z,2024-04-25T19:24:12Z,245.75.57.185,BR,HTTP,500,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T18:57:13Z,None,0
1482,6002,2024-04-25T04:40:41Z,2024-04-25T04:49:42Z,158.87.241.158,IN,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T04:40:41Z,None,0
93,2498,2024-04-25T17:42:39Z,2024-04-25T18:39:27Z,194.174.173.89,US,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T17:42:39Z,None,0
1237,1572,2024-04-25T00:48:48Z,2024-04-25T01:47:41Z,137.47.196.7,JP,SSH,404,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T00:48:48Z,None,0
16309,4084,2024-04-25T22:42:38Z,2024-04-25T23:39:40Z,68.250.25.4,GB,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T22:42:38Z,None,0
3503,3953,2024-04-25T09:37:40Z,2024-04-25T09:42:29Z,19.197.36.91,US,HTTPS,301,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T09:37:40Z,None,0
8522,5365,2024-04-25T05:15:42Z,2024-04-25T05:35:12Z,33.223.112.147,CN,HTTPS,301,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T05:15:42Z,None,0
2440,6203,2024-04-25T14:05:56Z,2024-04-25T14:22:39Z,38.73.155.31,IN,SMTP,500,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T14:05:56Z,None,0
6604,15412,2024-04-25T15:10:00Z,2024-04-25T16:07:39Z,148.235.235.80,DE,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T15:10:00Z,None,0
3772,5152,2024-04-25T19:21:52Z,2024-04-25T20:09:29Z,147.210.253.102,US,SSH,301,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T19:21:52Z,None,0
3958,3345,2024-04-25T09:36:24Z,2024-04-25T10:04:45Z,17.239.53.4,CN,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T09:36:24Z,None,0
9422,12254,2024-04-25T22:55:39Z,2024-04-25T23:27:10Z,11.81.231.163,GB,SMTP,500,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T22:55:39Z,None,0
13945,14623,2024-04-25T17:20:50Z,2024-04-25T18:17:29Z,200.165.181.226,CN,SMTP,301,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T17:20:50Z,None,0
512,6743,2024-04-25T13:08:45Z,2024-04-25T13:56:28Z,159.21.101.120,US,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T13:08:45Z,None,0
4480,22062,2024-04-25T08:26:18Z,2024-04-25T08:49:58Z,99.251.253.91,IN,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T08:26:18Z,None,0
9376,4549,2024-04-25T03:22:20Z,2024-04-25T03:52:23Z,214.114.65.220,JP,HTTPS,404,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T03:22:20Z,None,0
6527,11333,2024-04-25T11:46:18Z,2024-04-25T12:21:10Z,164.183.145.108,FR,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T11:46:18Z,None,0
285,13831,2024-04-25T23:41:58Z,2024-04-26T00:01:41Z,110.238.200.84,FR,HTTPS,500,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T23:41:58Z,None,0
6869,5284,2024-04-25T19:40:23Z,2024-04-25T19:43:28Z,66.202.54.134,DE,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T19:40:23Z,None,0
26820,45260,2024-04-26T00:40:00Z,2024-04-26T00:50:00Z,165.225.240.79,NL,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T00:40:00Z,waf_rule,1
12369,1306,2024-04-25T18:44:52Z,2024-04-25T19:23:42Z,21.7.206.47,JP,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T18:44:52Z,None,0
365,4352,2024-04-25T19:55:13Z,2024-04-25T20:13:28Z,91.191.67.78,IN,HTTP,500,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T19:55:13Z,None,0
3721,14091,2024-04-25T19:36:21Z,2024-04-25T20:29:56Z,75.212.70.101,CN,SMTP,404,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T19:36:21Z,None,0
6571,3392,2024-04-25T10:23:10Z,2024-04-25T10:59:24Z,100.41.250.38,BR,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T10:23:10Z,None,0
24200,41078,2024-04-26T08:20:00Z,2024-04-26T08:30:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:20:00Z,waf_rule,1
2877,3947,2024-04-25T02:27:29Z,2024-04-25T03:09:18Z,9.246.7.252,US,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T02:27:29Z,None,0
8628,8723,2024-04-25T09:40:55Z,2024-04-25T10:02:51Z,93.87.124.13,BR,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T09:40:55Z,None,0
12297,2901,2024-04-25T01:53:55Z,2024-04-25T02:32:17Z,205.153.135.46,CN,SSH,301,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T01:53:55Z,None,0
545,93,2024-04-25T10:49:09Z,2024-04-25T11:02:45Z,51.65.112.226,FR,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T10:49:09Z,None,0
1639,691,2024-04-25T12:50:18Z,2024-04-25T12:51:41Z,67.229.161.238,CN,SSH,404,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T12:50:18Z,None,0
5824,12018,2024-04-26T01:40:00Z,2024-04-26T01:50:00Z,165.225.33.6,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:40:00Z,waf_rule,1
5528,12010,2024-04-25T23:20:00Z,2024-04-25T23:30:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25T23:20:00Z,waf_rule,1
865,18945,2024-04-25T21:18:24Z,2024-04-25T22:02:55Z,224.219.142.137,FR,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T21:18:24Z,None,0
89,99,2024-04-25T06:37:10Z,2024-04-25T06:52:59Z,147.131.229.242,JP,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T06:37:10Z,None,0
7275,3426,2024-04-25T15:22:37Z,2024-04-25T15:35:39Z,39.88.255.237,JP,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T15:22:37Z,None,0
1034,4925,2024-04-25T01:27:04Z,2024-04-25T01:57:56Z,30.250.176.143,CN,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T01:27:04Z,None,0
4703,8602,2024-04-25T23:29:50Z,2024-04-25T23:42:02Z,117.60.93.165,CN,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T23:29:50Z,None,0
6091,2798,2024-04-25T07:17:51Z,2024-04-25T07:25:26Z,217.28.246.220,FR,SSH,404,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T07:17:51Z,None,0
191,558,2024-04-25T00:21:00Z,2024-04-25T01:11:51Z,49.139.65.54,BR,HTTPS,500,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T00:21:00Z,None,0
3506,1092,2024-04-25T08:33:30Z,2024-04-25T09:17:53Z,198.6.130.52,BR,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T08:33:30Z,None,0
14646,7472,2024-04-25T05:06:06Z,2024-04-25T05:09:35Z,50.234.83.2,DE,HTTPS,500,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T05:06:06Z,None,0
24442,25574,2024-04-26T01:20:00Z,2024-04-26T01:30:00Z,136.226.67.101,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T01:20:00Z,waf_rule,1
16323,25733,2024-04-25T03:11:44Z,2024-04-25T03:13:27Z,67.96.106.42,US,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T03:11:44Z,None,0
4406,57367,2024-04-25T18:50:06Z,2024-04-25T18:50:22Z,211.187.23.131,DE,HTTP,404,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T18:50:06Z,None,0
294,2427,2024-04-25T22:22:04Z,2024-04-25T22:37:02Z,14.42.168.222,JP,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T22:22:04Z,None,0
1658,1742,2024-04-25T05:16:44Z,2024-04-25T05:24:33Z,156.229.185.220,US,SSH,301,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T05:16:44Z,None,0
9360,11908,2024-04-25T17:39:54Z,2024-04-25T18:13:39Z,250.123.158.131,DE,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T17:39:54Z,None,0
2732,8391,2024-04-25T14:28:16Z,2024-04-25T15:03:08Z,197.22.18.8,FR,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T14:28:16Z,None,0
458,3033,2024-04-25T21:40:11Z,2024-04-25T21:51:50Z,182.243.235.169,IN,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T21:40:11Z,None,0
13081,14641,2024-04-25T14:42:00Z,2024-04-25T15:40:38Z,101.32.79.196,BR,SMTP,301,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T14:42:00Z,None,0
24528,15930,2024-04-25T07:59:05Z,2024-04-25T08:15:35Z,16.251.235.2,CN,SSH,301,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T07:59:05Z,None,0
4554,20558,2024-04-25T07:35:59Z,2024-04-25T08:10:59Z,19.119.122.199,GB,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T07:35:59Z,None,0
5991,11150,2024-04-25T08:24:23Z,2024-04-25T09:16:46Z,18.93.155.236,JP,SMTP,301,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T08:24:23Z,None,0
8817,2159,2024-04-25T04:28:44Z,2024-04-25T04:29:24Z,174.93.135.27,CN,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T04:28:44Z,None,0
450,7294,2024-04-25T09:23:00Z,2024-04-25T09:26:25Z,73.15.33.67,CN,SSH,404,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T09:23:00Z,None,0
346,575,2024-04-25T09:27:08Z,2024-04-25T10:21:23Z,34.128.156.49,FR,HTTP,500,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T09:27:08Z,None,0
7157,4166,2024-04-25T05:17:28Z,2024-04-25T06:05:00Z,253.59.242.251,JP,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T05:17:28Z,None,0
1045,15507,2024-04-25T12:09:46Z,2024-04-25T12:36:59Z,206.49.148.77,IN,SSH,301,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T12:09:46Z,None,0
44408,22446,2024-04-26T08:00:00Z,2024-04-26T08:10:00Z,136.226.64.114,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T08:00:00Z,waf_rule,1
10848,10221,2024-04-25T19:20:55Z,2024-04-25T19:39:23Z,236.153.13.18,GB,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T19:20:55Z,None,0
2894,1941,2024-04-25T01:42:24Z,2024-04-25T02:27:40Z,37.153.161.40,DE,HTTP,500,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T01:42:24Z,None,0
1723,45579,2024-04-25T10:53:11Z,2024-04-25T11:06:13Z,242.239.156.176,CN,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T10:53:11Z,None,0
3173,2894,2024-04-25T23:37:18Z,2024-04-26T00:24:38Z,65.193.238.195,GB,HTTPS,404,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T23:37:18Z,None,0
4783,3012,2024-04-25T05:58:03Z,2024-04-25T06:29:32Z,84.6.15.125,GB,SSH,301,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T05:58:03Z,None,0
4385,21,2024-04-25T15:17:14Z,2024-04-25T15:58:57Z,50.158.33.98,US,HTTPS,404,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T15:17:14Z,None,0
6296,1521,2024-04-25T14:34:46Z,2024-04-25T14:40:44Z,102.107.200.74,FR,HTTPS,200,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T14:34:46Z,None,0
1032,5377,2024-04-25T05:52:27Z,2024-04-25T06:48:06Z,197.180.195.52,BR,SMTP,200,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T05:52:27Z,None,0
4103,23779,2024-04-25T15:19:23Z,2024-04-25T16:00:29Z,203.158.237.125,DE,SMTP,500,25,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T15:19:23Z,None,0
4541,27982,2024-04-25T20:10:39Z,2024-04-25T21:00:25Z,159.113.99.48,GB,HTTP,301,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T20:10:39Z,None,0
2405,260,2024-04-25T11:38:44Z,2024-04-25T12:20:06Z,30.189.212.228,DE,SSH,500,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T11:38:44Z,None,0
2905,1053,2024-04-25T02:23:48Z,2024-04-25T03:08:36Z,93.73.250.195,IN,HTTP,404,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T02:23:48Z,None,0
4300,10764,2024-04-25T11:30:11Z,2024-04-25T12:18:23Z,105.11.220.155,DE,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T11:30:11Z,None,0
17399,310,2024-04-25T05:28:28Z,2024-04-25T05:36:04Z,136.37.116.164,IN,SSH,200,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T05:28:28Z,None,0
4027,4007,2024-04-25T05:29:41Z,2024-04-25T05:52:58Z,29.3.204.110,CN,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T05:29:41Z,None,0
36745,28952,2024-04-25T23:40:00Z,2024-04-25T23:50:00Z,165.225.33.6,US,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-25T23:40:00Z,waf_rule,1
18797,11863,2024-04-25T17:39:30Z,2024-04-25T17:50:23Z,224.161.123.63,CN,HTTPS,404,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T17:39:30Z,None,0
1178,28973,2024-04-25T20:57:28Z,2024-04-25T21:34:46Z,217.123.207.184,GB,HTTP,500,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T20:57:28Z,None,0
2396,14701,2024-04-25T09:00:20Z,2024-04-25T09:19:20Z,166.81.180.7,CN,HTTPS,500,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T09:00:20Z,None,0
2835,12524,2024-04-25T02:00:32Z,2024-04-25T02:04:18Z,39.182.100.224,CN,HTTP,200,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T02:00:32Z,None,0
4144,1853,2024-04-25T18:07:39Z,2024-04-25T18:48:54Z,181.9.25.126,IN,HTTPS,500,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T18:07:39Z,None,0
6606,12794,2024-04-26T00:10:00Z,2024-04-26T00:20:00Z,165.225.209.4,CA,HTTPS,200,443,10.138.69.97,Suspicious Web Traffic,Adversary Infrastructure Interaction,AWS_VPC_Flow,prod_webserver,2024-04-26T00:10:00Z,waf_rule,1
952,10944,2024-04-25T08:36:29Z,2024-04-25T09:20:54Z,35.162.221.109,GB,HTTP,500,80,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T08:36:29Z,None,0
2505,573,2024-04-25T00:32:10Z,2024-04-25T00:55:37Z,119.47.185.200,JP,HTTPS,500,443,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T00:32:10Z,None,0
12700,452,2024-04-25T10:22:02Z,2024-04-25T11:06:49Z,56.25.172.196,FR,SSH,404,22,10.138.69.97,None,Normal Traffic,AWS_VPC_Flow,prod_webserver,2024-04-25T10:22:02Z,None,0
